Map,num_nodes,num_edges,avg_degree,degree_median,degree_max,degree_min,degree_mode,degree_skewness,degree_kurtosis,num_degree4,degree4_ratio,is_connected,num_components,vertex_connectivity,edge_connectivity,diameter,radius,global_clustering,avg_local_clustering,local_clustering_median,local_clustering_sd,local_clustering_max,local_clustering_min,num_zero_local_clustering,zero_local_clustering_ratio,num_articulation_points,articulation_points_ratio,num_bridges,bridges_ratio,num_biconnected_components,max_biconnected_component_size,avg_biconnected_component_size,biconnected_component_size_sd,degree_mean,degree_median,degree_sd2,degree_min,degree_max,degree_cv,closeness_mean,closeness_median,closeness_sd,closeness_min,closeness_max,closeness_gini,closeness_cv,betweenness_mean,betweenness_median,betweenness_sd,betweenness_min,betweenness_max,betweenness_gini,betweenness_cv,eigenvector_mean,eigenvector_median,eigenvector_sd,eigenvector_min,eigenvector_max,eigenvector_gini,eigenvector_cv,pagerank_mean,pagerank_median,pagerank_sd,pagerank_min,pagerank_max,pagerank_gini,pagerank_cv,harmonic_mean,harmonic_median,harmonic_sd,harmonic_min,harmonic_max,harmonic_gini,harmonic_cv,subgraph_mean,subgraph_median,subgraph_sd,subgraph_min,subgraph_max,subgraph_gini,subgraph_cv,alpha_mean,alpha_median,alpha_sd,alpha_min,alpha_max,alpha_gini,alpha_cv,katz_mean,katz_median,katz_sd,katz_min,katz_max,katz_gini,katz_cv,global_efficiency,local_efficiency_mean,local_efficiency_median,avg_clustering,density,assortativity,diameter,avg_path_length,algebraic_connectivity,num_nodes,num_edges,degree_mean,degree_median,degree_sd,degree_min,degree_max,degree_gini,degree_entropy,degree_entropy_norm,degree_skewness,degree_kurtosis,centralization_degree,max_kcore,max_kcore_ratio,modularity,num_communities,community_size_mean,community_size_sd,community_size_max,community_size_gini,community_centralization,cyclomatic_number,cycle_ratio,tree_likeness,top1_degree_share,top5_degree_share,top10_degree_share,powerlaw_xmin,powerlaw_alpha,powerlaw_gof,rosval_min,rosval_1st_qu,rosval_median,rosval_mean,rosval_3rd_qu,rosval_max,rosval_ratio_degree2,rosval_ratio_degree3,rosval_ratio_degree4,rosval_ratio_degree5,rosval_ratio_degree6,rosval_ratio_degree7,rosval_ratio_degree8,rosval_ratio_degree9,rosval_ratio_degree11,rosval_ratio_degree13,rosval_ratio_degree10,moran_i_degree,moran_i_degree_p,moran_i_betweenness,moran_i_betweenness_p,moran_i_closeness,moran_i_closeness_p,geary_c_degree,geary_c_degree_p,geary_c_betweenness,geary_c_betweenness_p,local_moran_degree_mean,local_moran_degree_significant_ratio,local_moran_betweenness_mean,local_moran_betweenness_significant_ratio,getis_gi_degree_mean,getis_gi_degree_hotspot_ratio,getis_gi_betweenness_mean,getis_gi_betweenness_hotspot_ratio,area_total,bbox_width,bbox_height,aspect_ratio,num_edges,avg_edge_length,median_edge_length,sd_edge_length,min_edge_length,max_edge_length,total_edge_length,orientation_entropy,orientation_entropy_norm,order_parameter,node_density_per_km2,edge_density_per_km2,edge_length_density_per_km2,avg_nearest_neighbor_distance,sd_nearest_neighbor_distance,meshedness,spectral_radius,spectral_gap,normalized_spectral_radius,normalized_spectral_gap,natural_connectivity,spectral_entropy,spectral_entropy_norm,graph_energy,estrada_index,laplacian_energy,spectral_mean,spectral_median,spectral_sd,spectral_variance,bipartiteness,d_value
ejypt04,358,459,2.5642,3,4,1,3,-0.5904,1.9815,46,0.128492,TRUE,1,1,1,36,18,0.016502,0.011639,0,0.058013,0.333333,0,343,0.958101,93,0.259777,119,0.259259,121,218,3.9504,19.7053,0.007183,0.008403,0.002898,0.002801,0.011204,0.403414,0.074162,0.075364,0.013643,0.042025,0.107855,0.104324,0.183958,0.036509,0.015363,0.055554,0,0.319649,0.680373,1.521665,0.076201,0.005063,0.175221,4E-06,1,0.827678,2.299466,0.002793,0.002936,0.000968,0.001258,0.005604,0.190615,0.346634,0.10351,0.104373,0.017927,0.05994,0.141109,0.098914,0.173189,3.014381,3.282615,0.935461,1.641451,5.313218,0.165877,0.310333,1.36515,1.427096,0.147786,1.136664,1.625496,0.056892,0.108256,0.839836,0.877945,0.090917,0.699273,1,0.056892,0.108256,0.10350988173915,0.0418994413407821,0,0.0162127107652399,0.00718276137270551,-0.163963963963963,36,13.9971362846815,0.00429971463842162,358,459,2.5642,3,1.0345,1,4,0.201635,0.932246,0.848567,-0.5879,1.9705,0.004044,2,0.670391,0.831658,15,23.8667,7.0899,40,0.15568,0.073673,102,0.222222,0.777778,0.004357,0.021786,0.043573,1,1.7798,0.3927,1,14.33985,21.153631,22.231344,28.867547,59.290969,3.001969,3.328929,2.627508,2.791051,3.092804,NA,NA,NA,NA,NA,NA,0.141938,1.8E-05,0.381015,0,0.893708,0,0.834002,3E-06,0.599355,0,0.141938,0.058659,0.381015,0.100559,0.151712,0.013966,0.027207,0.11284,4614975.78,2393.17,1928.39,1.241,459,88.926,75.7379,68.9692,5.1909,626.8221,40817.02,3.394018,0.947119,0.037792,77.5735,99.4588,8844.47,39.3362,27.1251,0.14346,3.240371,0.035404,1.982307,0.001809,1.103394,5.660387,0.963022,475.034634,1079.148249,597.439515,0,0,1.603567,2.571429,0.973331,1.529863792728990
eritrea02,545,813,2.9835,3,5,1,3,-1.0432,3.5916,141,0.258716,TRUE,1,1,1,40,25,0.039323,0.031865,0,0.090331,0.5,0,477,0.875229,75,0.137615,93,0.114391,95,443,6.7263,45.2444,0.005484,0.005515,0.001685,0.001838,0.009191,0.30716,0.061641,0.062292,0.006182,0.039924,0.074337,0.055395,0.100299,0.028371,0.011617,0.044176,0,0.262344,0.670258,1.557065,0.041976,8.3E-05,0.128592,0,1,0.902655,3.063467,0.001835,0.001807,0.000464,0.000782,0.003512,0.135138,0.253121,0.088616,0.09116,0.010772,0.050434,0.110855,0.066113,0.121563,3.598089,3.496897,1.036463,1.64145,7.080123,0.154439,0.288059,1.443683,1.448936,0.143681,1.136633,1.812835,0.051491,0.099524,0.796368,0.799265,0.079258,0.626992,1,0.051491,0.099524,0.0886155935902662,0.123649337410805,0,0.0371082621082621,0.00548434970318403,0.0780239319821374,40,16.4057002158662,0.00433561211742787,545,813,2.9835,3,0.9164,1,5,0.147425,0.955139,0.688987,-1.0404,3.5784,0.00372,2,0.834862,0.851463,18,30.2778,13.5204,54,0.243731,0.047152,269,0.330873,0.669127,0.003075,0.01353,0.02583,3,5.6827,0.0831,1,18.869472,29.002567,28.857901,38.829581,71.779819,3.621113,3.429266,3.27617,3.219647,3.233459,3.29894,NA,NA,NA,NA,NA,0.214023,0,0.289946,0,0.797662,0,0.735485,0,0.632029,0,0.214023,0.088073,0.289946,0.077064,0.103059,0.012844,-0.149126,0.074786,3179226.61,2113.9,1503.96,1.4056,813,55.1852,42.4348,46.8163,4.095,432.6982,44865.59,3.391032,0.946285,0.106733,171.4253,255.7226,14112.11,30.7635,22.3691,0.247926,3.660856,0.154216,1.983684,0.001492,1.280403,6.103476,0.968967,790.254771,1960.958442,920.023134,0,0,1.733112,3.003676,0.935789,1.5463150142655800
germany08,276,387,2.8043,3,5,1,3,-0.6307,2.5646,56,0.202899,TRUE,1,1,1,29,15,0.111377,0.081643,0,0.145454,0.666667,0,201,0.728261,69,0.25,67,0.173127,74,123,4.7162,15.5718,0.010198,0.010909,0.003832,0.003636,0.018182,0.375804,0.080191,0.077772,0.013989,0.055099,0.113309,0.098713,0.174447,0.043216,0.019037,0.067827,0,0.479371,0.667232,1.569505,0.034491,0.000361,0.12983,0,1,0.922646,3.764128,0.003623,0.003759,0.001117,0.001596,0.0065,0.169268,0.308264,0.115523,0.115509,0.019176,0.072035,0.156421,0.095071,0.165989,3.530702,3.421952,1.356214,1.6416,10.418592,0.204579,0.38412,1.411968,1.433949,0.163235,1.137143,1.812749,0.061886,0.115608,NA,NA,NA,NA,NA,NA,NA,0.115523191969705,0.267109500805153,0,0.104806201550388,0.010197628458498,0.077544692602103,29,12.8410540184453,0.00372901445660528,276,387,2.8043,3,1.0539,1,5,0.189071,1.052073,0.75891,-0.6273,2.546,0.008042,2,0.778986,0.829898,15,18.4,4.5166,25,0.131884,0.09879,112,0.289406,0.710594,0.00646,0.0323,0.05814,3,5.7509,0.0646,1,14.041192,21.76774,22.118781,30.078444,50.081058,3.018422,3.157416,2.815005,2.798647,2.786495,2.736339,NA,NA,NA,NA,NA,0.244075,0,0.366706,0,0.899067,0,0.732762,0,0.507577,0,0.244075,0.086957,0.366706,0.09058,0.216011,0.050725,-0.08076,0.074419,5182097.31,2526.43,2051.16,1.2317,387,116.6904,82.0703,108.2085,0,665.8197,45159.2,3.36593,0.939281,0.347553,53.2603,74.6802,8714.46,48.0844,42.248,0.204753,3.684141,0.205924,1.974364,0.001369,1.264263,5.408081,0.962845,391.354434,977.173131,478.169966,0.003623,-0.028695,1.685226,2.839987,0.864262,1.5170559600513200
germany17,523,667,2.5507,3,5,1,3,-0.6405,2.0972,51,0.097514,TRUE,1,1,1,30,16,0.032659,0.024092,0,0.083948,0.333333,0,481,0.919694,138,0.263862,164,0.245877,166,358,4.1446,27.631,0.004886,0.005747,0.001922,0.001916,0.009579,0.393331,0.073444,0.07203,0.01155,0.049376,0.111111,0.087355,0.157264,0.024837,0.008115,0.045064,0,0.310951,0.718265,1.814401,0.057575,0.010321,0.134728,5E-06,1,0.787861,2.340027,0.001912,0.002065,0.000632,0.000854,0.003794,0.180957,0.330577,0.094853,0.092894,0.014825,0.059698,0.134058,0.088409,0.156294,3.013751,3.260303,0.946787,1.641451,6.319369,0.167264,0.314156,1.361132,1.422341,0.145736,1.136658,1.780222,0.055678,0.10707,NA,NA,NA,NA,NA,NA,NA,0.0948527362443455,0.0822179732313576,0,0.0333333333333333,0.00488633949437009,-0.0428510611043895,30,13.9400745771155,0.00418257619183394,523,667,2.5507,3,1.0033,1,5,0.192303,0.887702,0.640341,-0.6387,2.0892,0.00471,2,0.690249,0.863161,17,30.7647,12.0184,57,0.213249,0.048592,145,0.217391,0.782609,0.003748,0.015742,0.030735,3,7.7899,0.0208,1,16.33985,23.475559,23.177569,29.980684,51.799115,2.861195,2.898066,2.739125,2.573765,2.462288,2.454263,NA,NA,NA,NA,NA,0.049101,0.038682,0.535765,0,0.829755,0,0.960509,0.096117,0.412932,0,0.049101,0.063098,0.535765,0.063098,-0.020121,0.013384,0.014009,0.082011,5689934.71,2468.14,2305.36,1.0706,667,87.4294,69.6811,73.376,0,401.5625,58315.43,3.452995,0.963577,0.174535,91.9167,117.2245,10248.87,39.9076,32.8513,0.139289,3.261815,0.012178,1.99068,0.001643,1.104847,6.033201,0.964129,703.278901,1578.813509,866.458762,0.001912,0,1.602798,2.568962,0.967752,1.6402052372224900
greece06,881,1362,3.0919,3,6,1,3,-0.9232,4.0741,255,0.289444,TRUE,1,1,1,43,23,0.045809,0.034847,0,0.09315,0.5,0,758,0.860386,100,0.113507,107,0.078561,109,770,9.0734,73.559,0.003514,0.003409,0.001035,0.001136,0.006818,0.29448,0.058458,0.05794,0.007983,0.040696,0.078508,0.077828,0.136562,0.018689,0.008846,0.026406,0,0.205316,0.62329,1.412901,0.014758,0.000103,0.074255,0,1,0.939561,5.03131,0.001135,0.001117,0.000271,0.000468,0.001924,0.125806,0.238787,0.080067,0.080996,0.00972,0.050985,0.102647,0.068522,0.121393,3.753641,3.536657,1.134402,1.641482,10.238857,0.157564,0.302214,1.466592,1.452252,0.14645,1.136831,2.009034,0.051645,0.099857,0.729998,0.722861,0.072896,0.565859,1,0.051645,0.099857,0.0800674291519889,0.13687097994703,0,0.0394601542416453,0.00351356929109483,0.11705589936086,43,17.4276803219482,0.00609470164879772,881,1362,3.0919,3,0.9105,1,6,0.14167,1.003289,0.623378,-0.9216,4.0649,0.003312,2,0.879682,0.859052,21,41.9524,14.0088,67,0.186368,0.041336,482,0.353891,0.646109,0.002203,0.009912,0.01909,4,13.0742,0.0019,1,21.106563,31.323556,31.923504,42.191739,78.364988,3.5707,3.674293,3.290013,3.312455,3.338451,3.15478,3.047247,3.18105,NA,NA,NA,0.186035,0,0.28317,0,0.918688,0,0.805572,0,0.692426,0,0.186035,0.103292,0.28317,0.07605,0.02921,0.065834,-0.037229,0.086118,6436705.4,2595.56,2479.89,1.0466,1362,85.2643,75.5024,58.6788,5.6331,454.0713,116129.95,3.539205,0.987634,0.060001,136.8713,211.5989,18041.83,52.3865,33.6311,0.274331,3.776403,0.004317,1.972621,0.002048,1.322726,6.591976,0.972279,1306.275825,3306.957759,1497.446852,0,0,1.760682,3.1,0.915195,1.6674428814768500
greece22,566,828,2.9258,3,6,1,3,-0.7499,3.5305,127,0.224382,TRUE,1,1,1,44,22,0.060523,0.049117,0,0.113867,0.666667,0,468,0.826855,96,0.169611,106,0.128019,111,383,6.0901,36.475,0.005178,0.00531,0.001716,0.00177,0.010619,0.331308,0.059756,0.058504,0.010964,0.03815,0.08703,0.104746,0.183483,0.028934,0.009656,0.050043,0,0.326427,0.697406,1.729561,0.019142,1E-06,0.089751,0,1,0.953958,4.688765,0.001767,0.001776,0.000475,0.000752,0.003144,0.143696,0.268656,0.084271,0.083683,0.013641,0.050854,0.116625,0.092325,0.161867,3.623337,3.52324,1.228592,1.64145,12.878788,0.173398,0.339078,1.434157,1.444104,0.152545,1.136632,2.010768,0.055139,0.106366,0.713238,0.718185,0.075864,0.565272,1,0.055139,0.106366,0.0842709206838001,0.170960934432666,0,0.0586497890295358,0.00517839832390006,0.101734809519656,44,17.3185840707965,0.00242423412580114,566,828,2.9258,3,0.9693,1,6,0.159879,0.991456,0.616027,-0.748,3.518,0.00546,2,0.819788,0.869473,17,33.2941,13.3593,65,0.214093,0.050713,263,0.317633,0.682367,0.003623,0.016908,0.029589,4,12.9473,0.0168,1,19.61672,29.562856,30.402466,40.318487,78.404457,3.609478,3.798076,3.316678,3.434642,3.511775,3.363914,3.337752,3.801434,NA,NA,NA,0.140612,0,0.451313,0,0.87698,0,0.807129,0,0.569577,0,0.140612,0.047703,0.451313,0.075972,0.160789,0.030035,-0.007276,0.07173,6833161.47,2638.7,2589.59,1.019,828,97.0222,80.2929,74.8437,4.0161,623.657,80334.39,3.418804,0.954035,0.180896,82.8314,121.1738,11756.55,51.7773,34.4961,0.233363,3.864457,0.284213,1.984198,0.000888,1.287395,6.134865,0.968129,813.601024,2050.808746,961.086016,0,0,1.722316,2.966372,0.922444,1.5938650930311000
hukuoka01,763,1263,3.3106,3,6,1,3,-0.9156,5.7125,283,0.370904,TRUE,1,1,1,36,19,0.044202,0.04443,0,0.108245,0.666667,0,641,0.840105,36,0.047182,40,0.031671,41,723,19.5854,112.6013,0.004345,0.003937,0.000974,0.001312,0.007874,0.224089,0.064791,0.063431,0.008966,0.046104,0.08989,0.078696,0.13838,0.019351,0.007841,0.028183,0,0.185614,0.634952,1.456459,0.113255,0.012392,0.210415,4E-06,1,0.775095,1.857892,0.001311,0.001251,0.000235,0.000554,0.002296,0.093509,0.179362,0.088557,0.088564,0.010425,0.059114,0.114416,0.067082,0.117717,4.036237,3.781027,0.94177,1.641509,10.467955,0.121646,0.233329,1.508134,1.472058,0.121421,1.136935,1.949649,0.041162,0.080511,0.773541,0.755037,0.062278,0.583149,1,0.041162,0.080511,0.0885573685820559,0.158345295304666,0,0.046694214876033,0.00434464040618776,0.06780818561576,36,15.725792303485,0.00847504989809383,763,1263,3.3106,3,0.7419,1,6,0.105445,0.914511,0.568217,-0.9138,5.6975,0.003539,2,0.947575,0.839153,16,47.6875,16.5599,75,0.19176,0.03191,501,0.396675,0.603325,0.002375,0.010689,0.020586,4,13.9734,0.003,1,20.295805,30.294139,30.497253,40.37771,70.111506,3.518179,3.720546,3.266932,3.210764,3.206844,3.086307,3.0875,NA,NA,NA,NA,0.139245,0,0.31244,0,0.939504,0,0.830189,0,0.649504,0,0.139245,0.076016,0.31244,0.074705,0.053577,0.009174,-0.091289,0.071625,6838399.89,2586.66,2643.72,1.0221,1263,88.9982,80.3467,49.9956,4.1075,444.7827,112404.72,3.085995,0.861163,0.49431,111.5758,184.6923,16437.28,54.9027,29.6007,0.329389,3.682196,0.01271,1.962687,0.002554,1.395313,6.459601,0.973426,1169.552848,3079.648728,1270.458824,0,0,1.822144,3.32021,0.937167,1.6193612129180600
hungary01,326,493,3.0245,3,5,1,3,-0.937,3.2408,100,0.306748,TRUE,1,1,1,29,15,0.057093,0.050613,0,0.112916,0.333333,0,267,0.819018,49,0.150307,56,0.11359,57,270,6.7018,35.4975,0.009306,0.009231,0.003033,0.003077,0.015385,0.325917,0.090048,0.089507,0.014903,0.059644,0.123668,0.094824,0.165498,0.032182,0.021388,0.035019,0,0.246328,0.544786,1.088128,0.090013,0.011725,0.16277,1E-06,1,0.759372,1.808298,0.003067,0.00319,0.000786,0.00133,0.00606,0.135162,0.256235,0.12359,0.124592,0.019234,0.076192,0.162563,0.088355,0.155629,3.700207,3.56325,1.163751,1.641458,7.92821,0.171561,0.31451,1.455962,1.449921,0.161023,1.136682,1.832977,0.059017,0.110595,0.794316,0.79102,0.087848,0.620129,1,0.059017,0.110595,0.12359031196729,0.177914110429448,0,0.0597826086956522,0.00930627654554035,0.218137254901961,29,11.4271260028315,0.0156080097219558,326,493,3.0245,3,0.9858,1,5,0.161699,1.041399,0.751211,-0.9327,3.221,0.006116,2,0.828221,0.780947,14,23.2857,9.3103,39,0.211656,0.064473,168,0.340771,0.659229,0.005071,0.024341,0.044625,3,5.1437,0.1137,1,13.511218,20.387955,20.810724,27.636767,54.466022,2.83078,3.126786,2.604267,2.479512,2.445583,2.759959,NA,NA,NA,NA,NA,0.215231,0,0.309098,0,0.87724,0,0.716201,0,0.640646,0,0.215231,0.122699,0.309098,0.06135,0.14828,0.052147,-0.09503,0.057971,4681424.98,2462.34,1901.21,1.2951,493,113.9138,106.6344,78.3488,3.5066,474.7068,56159.51,3.222486,0.899252,0.358135,69.6369,105.3098,11996.24,55.8107,40.5922,0.25966,3.731614,0.12069,1.962522,0.005518,1.308389,5.590479,0.966571,476.502377,1206.267611,559.840294,0,0,1.741794,3.033846,0.91912,1.5434877514054100
ibaragi,559,754,2.6977,3,5,1,3,-0.5647,2.1821,107,0.191413,TRUE,1,1,1,34,19,0.045312,0.030888,0,0.092339,0.5,0,498,0.890877,136,0.243292,154,0.204244,156,404,4.5769,32.1858,0.004835,0.005376,0.001931,0.001792,0.008961,0.399438,0.070038,0.069541,0.010215,0.046785,0.094656,0.08236,0.145843,0.024394,0.009811,0.037787,0,0.263165,0.678222,1.549067,0.027229,0.000726,0.098871,0,1,0.896188,3.631089,0.001789,0.001909,0.000591,0.000751,0.003692,0.182836,0.330318,0.093635,0.09307,0.013523,0.05905,0.126641,0.082267,0.144427,3.266068,3.295254,1.176894,1.641451,8.450013,0.193998,0.36034,1.393279,1.429463,0.163974,1.136677,1.848882,0.063514,0.117689,0.753579,0.77315,0.088688,0.614792,1,0.063514,0.117689,0.0936353624177667,0.106986682568078,0,0.0415064102564103,0.00483454196882554,0.0497923469236776,34,14.5872044934311,0.00466009069912428,559,754,2.6977,3,1.0776,1,5,0.203815,1.038666,0.749239,-0.5632,2.1743,0.004141,2,0.729875,0.851469,17,32.8824,7.1404,44,0.112806,0.05605,196,0.259947,0.740053,0.003316,0.016578,0.029841,3,5.9371,0.0637,1,17.509775,25.720672,25.903801,34.001628,59.781194,2.971047,3.027477,2.980627,2.935711,2.943637,2.493971,2.630092,NA,NA,NA,NA,0.087213,0.000747,0.408279,0,0.834045,0,0.893204,0.000145,0.534032,0,0.087213,0.064401,0.408279,0.08229,0.069914,0.030411,-0.033244,0.079327,4840238.31,2568.3,1884.61,1.3628,754,76.4138,56.7323,66.5716,2.5428,696.1826,57615.98,3.469842,0.968278,0.145034,115.4902,155.7775,11903.54,35.101,24.2567,0.176101,3.658361,0.165469,1.983376,0.001528,1.183587,6.111226,0.9663,771.471404,1825.731921,958.277335,0,0,1.650459,2.724014,0.907115,1.5807215233991800
iceland06,104,129,2.4808,3,5,1,3,-0.3796,1.9176,10,0.096154,TRUE,1,1,1,23,12,0.113924,0.080128,0,0.157483,1,0,77,0.740385,37,0.355769,52,0.403101,55,47,2.8727,6.0738,0.024085,0.029126,0.01039,0.009709,0.048544,0.431385,0.11844,0.117714,0.024357,0.071084,0.1648,0.117618,0.20565,0.076865,0.048842,0.094649,0,0.404301,0.611123,1.231373,0.197089,0.075676,0.254152,1.1E-05,1,0.646276,1.289527,0.009615,0.009782,0.003401,0.004362,0.017176,0.198432,0.353713,0.170533,0.170508,0.034794,0.100508,0.240675,0.1167,0.20403,3.097512,3.144794,1.162721,1.641451,5.337054,0.20734,0.375373,1.347879,1.397833,0.155159,1.136655,1.698915,0.061719,0.115113,NA,NA,NA,NA,NA,NA,NA,0.170532759761157,0.259615384615385,0,0.117370892018779,0.0240851381628081,0.0157467532467544,23,8.84017923823749,0.00868179324965258,104,129,2.4808,3,1.0702,1,5,0.216607,0.951398,0.686289,-0.3742,1.8809,0.024938,2,0.576923,0.775975,9,11.5556,2.7889,16,0.128205,0.112101,26,0.20155,0.79845,0.01938,0.081395,0.158915,3,7.301,0.0198,1,8.33985,12.983706,13.940256,18.550747,35.426331,2.573526,NA,2.258638,2.015168,1.911588,NA,NA,NA,NA,NA,NA,0.431855,0,0.454319,0,0.895619,0,0.594005,0,0.595017,0,0.431855,0.144231,0.454319,0.125,0.218477,0.086538,0.213736,0.142857,3763073.79,2113.51,1780.48,1.187,129,147.8328,85.4393,152.8615,0,765.6945,19070.43,3.275289,0.913987,0.16491,27.637,34.2805,5067.78,66.122,50.3567,0.128079,3.292059,0.213697,1.996077,0.004131,1.143898,4.399894,0.949332,138.731239,326.454063,176.713075,0.009615,0,1.603971,2.572722,0.84677,1.436026405796280
iceland07,195,202,2.0718,3,4,1,3,-0.0569,1.122,3,0.015385,TRUE,1,1,1,35,18,0.028662,0.013675,0,0.066287,0.333333,0,187,0.958974,94,0.482051,158,0.782178,161,34,2.205,2.5227,0.010679,0.015464,0.005273,0.005155,0.020619,0.493736,0.073921,0.074817,0.01332,0.045647,0.098029,0.1023,0.180192,0.067525,0.020565,0.103321,0,0.40516,0.723671,1.530108,0.045774,0.000809,0.145802,0,1,0.894131,3.185236,0.005128,0.005959,0.002174,0.002458,0.009926,0.229644,0.423981,0.108518,0.106511,0.02009,0.068193,0.14871,0.105299,0.185132,2.507553,3.026037,0.867488,1.64145,5.426318,0.179578,0.34595,1.278471,1.366579,0.134693,1.136633,1.574745,0.055347,0.105355,0.811859,0.86781,0.085533,0.721789,1,0.055347,0.105355,0.108517862941145,0.041025641025641,0,0.0258899676375405,0.0106793550092519,-0.290859798605733,35,14.0324081416865,0.00324558618130942,195,202,2.0718,3,1.0229,1,4,0.24788,0.761115,0.692797,-0.0565,1.1105,0.010042,2,0.241026,0.854953,13,15,2.9439,19,0.10572,0.108864,8,0.039604,0.960396,0.009901,0.044554,0.081683,1,1.9836,0.2827,1,12.33985,20.01955,20.748838,27.944363,53.963913,3.193371,3.882444,2.959804,3.201202,NA,NA,NA,NA,NA,NA,NA,-0.068746,0.910669,0.085589,0.026664,0.799766,0,1.0727,0.937752,0.901517,0.030917,-0.068746,0.046154,0.085589,0.035897,0.098881,0.025641,0.056783,0.029126,4725461.61,2497.74,1891.89,1.3202,202,106.418,78.2228,99.0478,8.6553,807.029,21496.43,3.116242,0.869604,0.320168,41.2658,42.7471,4549.06,58.4398,37.926,0.020779,2.95248,0.279303,1.998493,0.001628,0.919307,5.007383,0.950554,229.453705,488.972767,306.700923,0,0,1.450204,2.103093,0.905299,1.4522593739744200
india06,453,573,2.5298,3,5,1,3,-0.3892,1.7306,75,0.165563,TRUE,1,1,1,34,18,0.018166,0.01273,0,0.06058,0.333333,0,432,0.953642,134,0.295806,174,0.303665,176,268,3.5682,20.0604,0.005597,0.006637,0.00246,0.002212,0.011062,0.439533,0.075873,0.076597,0.012264,0.044119,0.103149,0.091438,0.161638,0.027867,0.013004,0.041254,0,0.270351,0.668428,1.480423,0.038019,8.1E-05,0.146046,0,1,0.939825,3.841401,0.002208,0.002395,0.000818,0.000972,0.0045,0.206642,0.370415,0.100157,0.100192,0.017022,0.056612,0.13624,0.096834,0.169956,3.01238,3.273132,1.034179,1.64145,6.323553,0.187889,0.34331,1.362352,1.423139,0.16112,1.136631,1.763743,0.064172,0.118266,0.772421,0.806886,0.091351,0.644442,1,0.064172,0.118266,0.10015653251116,0.0463576158940397,0,0.0187229437229437,0.00559690558518432,-0.0959806013579041,34,13.5678759108402,0.00540428817809183,453,573,2.5298,3,1.1119,1,5,0.228117,1.018583,0.734752,-0.3879,1.723,0.005489,2,0.618102,0.852259,17,26.6471,11.5485,51,0.233996,0.067922,121,0.211169,0.788831,0.004363,0.018325,0.035777,3,6.2174,0.0583,1,15.746257,22.341989,22.562805,29.01955,56.942568,2.875313,2.86904,2.637727,2.612914,2.747174,2.281923,NA,NA,NA,NA,NA,0.0265,0.176895,0.361478,0,0.86405,0,0.955437,0.081494,0.633969,0,0.0265,0.03532,0.361478,0.075055,0.088739,0.028698,-0.006626,0.087662,4520353.25,2386.18,1894.39,1.2596,573,84.6539,60.0692,81.4289,6.051,684.2796,48506.7,2.501224,0.69798,0.761884,100.2134,126.76,10730.73,41.3114,29.3534,0.134295,3.390026,0.13714,1.990491,0.002201,1.10273,5.893817,0.964037,593.899415,1364.608039,767.991788,0,0,1.592293,2.535398,0.983636,1.5265439080310300
india10,598,812,2.7157,3,6,1,3,-0.589,2.5818,102,0.170569,TRUE,1,1,1,36,18,0.036907,0.027759,0,0.085407,0.333333,0,535,0.894649,127,0.212375,160,0.197044,163,432,4.6626,33.6797,0.004549,0.005025,0.001739,0.001675,0.01005,0.382349,0.070614,0.06996,0.011637,0.046297,0.104737,0.093371,0.164801,0.022731,0.008619,0.035328,0,0.259439,0.673136,1.554147,0.063879,0.005958,0.150914,2E-06,1,0.820335,2.362489,0.001672,0.001732,0.000539,0.000703,0.004251,0.173817,0.32232,0.092657,0.092965,0.014977,0.057381,0.130904,0.092273,0.161639,3.249703,3.355237,1.044269,1.641451,6.343734,0.174676,0.321343,1.394571,1.430743,0.154806,1.136658,1.806635,0.058947,0.111006,0.771916,0.791938,0.085687,0.629157,1,0.058947,0.111006,0.0926565499195097,0.105351170568562,0,0.0363238512035011,0.004548943155017,-0.0585634319582318,36,14.5479235643098,0.00618817010763157,598,812,2.7157,3,1.0384,1,6,0.190077,0.993205,0.617113,-0.5875,2.5731,0.00552,2,0.735786,0.852434,19,31.4737,13.3598,64,0.225488,0.059382,215,0.264778,0.735222,0.003695,0.01601,0.028325,4,13.6727,0.0146,1,17.135709,24.872675,24.951927,32.552727,60.272676,3.12025,2.996281,2.834666,2.732298,2.639618,2.470131,2.837224,2.821699,NA,NA,NA,0.193741,0,0.439024,0,0.88259,0,0.802248,0,0.569264,0,0.193741,0.115385,0.439024,0.095318,0.085313,0.060201,0.057551,0.100656,4819338.34,2521.09,1911.61,1.3188,812,84.3679,61.2183,74.8367,5.2232,593.6812,68506.7,3.434562,0.958433,0.034316,124.0834,168.4879,14214.96,39.7565,26.2219,0.180521,3.451416,0.055574,1.99316,0.002417,1.178564,6.180884,0.966984,819.354172,1943.32247,1015.899909,0,0,1.653381,2.733668,0.92065,1.6091306085073500
