Map,agent,final_timestep,initial_rsl21,final_rsl21,final_alive,total_health,transport_rate,road_clear_rate,buried_rescue_rate,dist_per_rescue,dist_per_transport,total_buried_time
slovenia06_2,distributed,300.0,320.0,121.2,84.38,83.98,38.46,57.85,25.49,65877941.18,629706247.24,40034.0
slovenia06_2,concentration2_cluster_9_group_none,300.0,320.0,121.97,84.69,84.03,62.5,54.41,31.37,43444733.07,352403727.01,38345.0
ukraine01_8,distributed,300.0,284.0,122.93,86.97,86.04,87.5,67.31,20.51,104073807.38,454820249.66,30991.0
ukraine01_8,concentration2_cluster_9_group_none,300.0,284.0,128.71,88.38,86.64,100.0,64.31,20.51,106325172.73,460928282.18,29707.0
romania06_5,distributed,300.0,234.0,139.07,93.59,90.92,88.24,99.32,60.71,40687277.17,417039137.1,17000.0
romania06_5,concentration2_cluster_9_group_none,300.0,234.0,138.17,93.59,90.79,93.33,99.12,53.57,47654832.84,441285691.75,17866.0
austria22_7,distributed,300.0,315.0,99.5,82.22,80.87,83.33,57.08,10.0,197938705.32,420820753.13,51576.0
austria22_7,concentration2_cluster_9_group_none,300.0,315.0,100.7,82.54,81.03,83.33,55.51,10.0,169947500.72,513288879.14,50748.0
romania06_28,distributed,300.0,234.0,147.39,94.87,91.81,73.33,98.09,68.18,43999767.23,585722887.17,12349.0
romania06_28,concentration2_cluster_9_group_none,300.0,234.0,153.03,95.3,92.47,100.0,98.12,59.09,43045275.36,390746219.75,12786.0
romania06_10,distributed,300.0,234.0,134.54,92.74,90.44,70.59,95.81,65.38,46752791.24,458555966.28,15951.0
romania06_10,concentration2_cluster_9_group_none,300.0,234.0,131.07,92.31,90.01,90.91,75.8,42.31,69677718.28,463770097.11,18519.0
chile39_25,distributed,300.0,375.0,174.37,89.6,86.88,64.29,97.11,50.91,47661796.49,370700070.94,36615.0
chile39_25,concentration2_cluster_9_group_none,300.0,375.0,174.06,90.13,86.73,47.37,99.6,69.09,36634866.86,428673793.82,29588.0
peru24_11,distributed,300.0,326.0,231.42,95.4,94.09,75.0,90.01,36.36,100866844.3,1043208082.5,16535.0
peru24_11,concentration2_cluster_9_group_none,300.0,326.0,228.12,95.09,93.87,62.5,88.34,36.36,82735987.1,1185604353.46,16601.0
iceland07_18,distributed,300.0,244.0,96.63,86.48,84.38,100.0,79.44,23.68,132665836.03,557017028.23,29447.0
iceland07_18,concentration2_cluster_9_group_none,300.0,244.0,96.14,87.3,84.09,75.0,80.7,42.11,70427343.23,466279644.18,26812.0
eritrea02_6,distributed,300.0,195.0,104.38,89.74,89.66,100.0,67.37,23.81,78726592.31,477932231.3,16009.0
eritrea02_6,concentration2_cluster_9_group_none,300.0,195.0,103.11,89.74,89.42,100.0,72.14,4.76,343176398.78,1624198696.45,18377.0
austria13_4,distributed,300.0,188.0,61.28,82.45,81.44,50.0,43.23,11.43,144455098.27,533617035.79,29476.0
austria13_4,concentration2_cluster_9_group_none,300.0,188.0,61.28,82.45,81.44,100.0,38.74,8.57,168417519.29,670016690.85,29294.0
hukuoka01_24,distributed,300.0,367.0,180.77,89.65,88.02,68.75,84.52,34.78,75915110.32,479016218.89,34959.0
hukuoka01_24,concentration2_cluster_9_group_none,300.0,367.0,183.78,90.19,88.23,85.71,84.79,30.43,83937534.61,502254955.91,35594.0
china41_3,distributed,300.0,241.0,114.87,89.63,87.37,90.91,67.39,34.38,70030262.74,421967600.72,23232.0
china41_3,concentration2_cluster_9_group_none,300.0,241.0,117.0,89.63,87.74,75.0,66.75,37.5,51955531.31,329742295.72,22010.0
netherlands04_26,concentration2_cluster_9_group_none,300.0,342.0,82.74,78.36,76.5,56.25,46.82,19.51,65938165.09,401409389.13,67803.0
netherlands04_26,distributed,300.0,342.0,83.22,78.36,76.61,80.0,48.79,18.29,72286982.24,264927968.71,67375.0
argeria01_18,distributed,300.0,235.0,156.9,93.62,93.24,100.0,73.34,18.75,103687100.05,1014656857.95,12706.0
argeria01_18,concentration2_cluster_9_group_none,300.0,235.0,156.88,93.62,93.24,80.0,70.3,31.25,86513838.53,815501461.15,12083.0
myanmar13_21,distributed,300.0,228.0,61.38,79.82,78.26,100.0,41.07,6.52,77203063.14,229203977.72,39487.0
myanmar13_21,concentration2_cluster_9_group_none,300.0,228.0,61.47,79.82,78.29,50.0,40.78,8.7,31716331.83,244092751.67,39732.0
congo10_4,distributed,300.0,335.0,104.24,81.19,80.82,33.33,33.7,4.69,136229852.61,1328799669.87,56329.0
congo10_4,concentration2_cluster_9_group_none,300.0,335.0,104.24,81.19,80.82,0.0,33.35,0.0,0.0,0.0,57280.0
ukraine11_4,distributed,300.0,249.0,69.71,79.92,79.02,68.75,55.65,32.65,80334399.92,254581236.54,35145.0
ukraine11_4,concentration2_cluster_9_group_none,300.0,249.0,67.61,79.12,78.61,76.92,54.9,26.53,105642391.94,252945928.97,37377.0
canada34_25,distributed,300.0,279.0,116.53,87.81,85.14,100.0,66.57,21.74,124810696.56,368199193.7,35712.0
canada34_25,concentration2_cluster_9_group_none,300.0,279.0,115.07,87.1,85.05,90.91,56.74,23.91,118787047.13,450795012.52,36122.0
america52_26,distributed,300.0,375.0,121.19,82.67,81.22,90.91,47.15,16.67,99981592.17,378156737.39,54418.0
america52_26,concentration2_cluster_9_group_none,300.0,375.0,122.21,82.93,81.32,53.33,46.29,22.73,70297215.83,389330668.91,54123.0
hukuoka01_22,distributed,300.0,367.0,219.41,93.46,91.06,73.91,81.77,60.53,40816160.51,351118487.48,23694.0
hukuoka01_22,concentration2_cluster_9_group_none,300.0,367.0,213.6,92.37,90.76,82.61,81.83,60.53,42693950.23,279452044.77,21642.0
eritrea02_14,distributed,300.0,195.0,79.45,85.64,85.14,80.0,77.03,18.52,85520794.49,373968924.75,21811.0
eritrea02_14,concentration2_cluster_9_group_none,300.0,195.0,79.23,85.64,85.09,71.43,71.93,25.93,62992099.31,427369462.25,21176.0
america52_28,distributed,300.0,375.0,109.37,80.53,79.69,57.14,49.29,9.46,215485719.26,691424855.67,63655.0
america52_28,concentration2_cluster_9_group_none,300.0,375.0,110.82,81.07,79.82,76.92,49.41,17.57,99361017.57,307293959.01,60226.0
bulgaria05_9,distributed,300.0,180.0,31.31,72.78,71.38,33.33,30.13,5.88,93154641.73,663073536.43,44343.0
bulgaria05_9,concentration2_cluster_9_group_none,300.0,180.0,31.9,73.33,71.6,0.0,27.85,1.96,273368121.14,1153387613.13,45326.0
ukraine11_2,distributed,300.0,249.0,83.04,84.34,81.44,81.25,53.58,34.78,81123597.53,299918917.02,33309.0
ukraine11_2,concentration2_cluster_9_group_none,300.0,249.0,81.05,83.13,81.25,91.67,52.37,26.09,109392312.57,324682109.66,34783.0
argeria07_1,distributed,300.0,182.0,76.54,87.91,85.25,75.0,84.5,30.77,74577349.93,384876999.19,19455.0
argeria07_1,concentration2_cluster_9_group_none,300.0,182.0,83.42,90.11,86.48,71.43,88.62,53.85,40602145.73,234253000.95,16614.0
germany17_17,distributed,300.0,311.0,108.53,83.6,82.53,100.0,35.73,5.66,314249109.48,543411755.66,46244.0
germany17_17,concentration2_cluster_9_group_none,300.0,311.0,109.01,83.6,82.61,100.0,35.75,7.55,230162327.11,560677646.18,45589.0
serbia02_9,distributed,300.0,240.0,86.75,84.58,83.0,60.0,27.95,11.9,60760532.95,317934508.71,35119.0
serbia02_9,concentration2_cluster_9_group_none,300.0,240.0,87.21,84.58,83.1,50.0,29.37,9.52,71702719.47,533640334.38,35705.0
chile21_25,distributed,300.0,147.0,70.38,90.48,87.27,80.0,65.2,26.32,53272891.6,310593314.6,14981.0
chile21_25,concentration2_cluster_9_group_none,300.0,147.0,70.74,89.12,87.68,100.0,74.68,15.79,88385069.28,449910402.33,15943.0
turkey33_24,distributed,300.0,267.0,132.15,89.89,88.07,90.0,79.34,26.32,93497443.07,580475135.99,28777.0
turkey33_24,concentration2_cluster_9_group_none,300.0,267.0,122.47,88.76,86.8,100.0,76.46,21.05,118332946.79,569491001.79,29895.0
china10_24,distributed,300.0,242.0,173.37,95.04,94.35,87.5,80.22,44.44,59618242.38,535841754.76,11644.0
china10_24,concentration2_cluster_9_group_none,300.0,242.0,170.11,94.63,94.06,83.33,79.71,33.33,82395698.21,706788675.66,12345.0
austria13_12,distributed,300.0,188.0,55.76,81.38,79.81,100.0,34.2,7.5,214958490.02,596623967.7,34177.0
austria13_12,concentration2_cluster_9_group_none,300.0,188.0,56.01,81.38,79.9,83.33,40.26,15.0,108302631.18,414118067.59,33100.0
venezuela01_20,concentration2_cluster_9_group_none,300.0,299.0,208.4,94.65,93.88,100.0,80.39,31.58,111822764.31,939161709.22,13678.0
venezuela01_20,distributed,300.0,299.0,222.72,96.66,94.79,81.82,84.5,57.89,62369769.22,626290920.25,11930.0
philippines34_3,distributed,300.0,346.0,83.2,77.46,76.61,10.0,47.15,12.82,69116395.36,397998484.72,65813.0
philippines34_3,concentration2_cluster_9_group_none,300.0,346.0,83.68,77.75,76.65,33.33,49.58,15.38,66552048.0,316294481.11,65931.0
peru19_7,concentration2_cluster_9_group_none,300.0,331.0,148.62,87.31,86.7,77.78,55.18,20.45,89497845.59,486379012.6,35273.0
peru19_7,distributed,300.0,331.0,144.82,87.01,86.25,62.5,58.22,18.18,114113110.11,493729571.64,36357.0
ecuador01_18,distributed,300.0,325.0,212.65,94.46,92.66,76.92,91.98,54.17,54432124.13,528695764.3,14852.0
ecuador01_18,concentration2_cluster_9_group_none,300.0,325.0,210.97,94.46,92.5,78.57,89.65,58.33,49639171.28,524040029.2,15229.0
greece06_23,distributed,300.0,342.0,128.3,84.8,83.69,72.73,43.5,20.0,54941283.8,374307081.95,43688.0
greece06_23,concentration2_cluster_9_group_none,300.0,342.0,128.3,84.8,83.69,50.0,43.01,14.55,79994450.4,500611684.82,46034.0
bulgaria06_15,distributed,300.0,241.0,56.41,77.18,76.14,88.89,64.2,16.67,93266433.99,223003666.57,43116.0
bulgaria06_15,concentration2_cluster_9_group_none,300.0,241.0,57.3,77.59,76.35,66.67,66.07,22.22,64186885.71,190420129.17,41889.0
america52_5,distributed,300.0,375.0,159.23,87.47,85.55,81.82,53.47,19.64,96617355.96,330454602.94,45276.0
america52_5,concentration2_cluster_9_group_none,300.0,375.0,158.93,87.2,85.57,75.0,53.65,21.43,91365426.24,374845424.46,45035.0
burundi03_10,distributed,300.0,236.0,75.54,82.2,81.14,100.0,35.03,2.22,273656084.79,697178576.44,39743.0
burundi03_10,concentration2_cluster_9_group_none,300.0,236.0,75.54,82.2,81.14,100.0,36.0,2.22,289247613.8,750528722.96,39761.0
peru24_3,distributed,300.0,326.0,200.77,93.25,91.7,75.0,94.48,41.38,77178018.94,734192885.1,20243.0
peru24_3,concentration2_cluster_9_group_none,300.0,326.0,210.41,94.48,92.38,100.0,92.51,41.38,73473993.07,562962219.96,19139.0
america35_29,distributed,300.0,342.0,95.2,80.7,78.71,75.0,38.65,10.96,164237637.61,446262615.43,62027.0
america35_29,concentration2_cluster_9_group_none,300.0,342.0,94.47,80.41,78.63,77.78,40.73,12.33,140095740.36,433859393.3,62068.0
bulgaria06_24,distributed,300.0,241.0,73.77,82.99,80.05,90.91,65.31,22.45,91475912.8,269886261.53,38588.0
bulgaria06_24,concentration2_cluster_9_group_none,300.0,241.0,70.59,81.74,79.47,69.23,71.01,26.53,75050088.46,333879044.84,38661.0
philippines20_24,concentration2_cluster_9_group_none,300.0,324.0,81.02,79.01,76.99,72.73,45.08,14.29,62117544.45,345502187.17,65244.0
philippines20_24,distributed,300.0,324.0,80.38,78.7,76.91,69.23,45.97,16.88,61927537.14,231618126.93,63865.0
mongolia05_1,distributed,300.0,250.0,167.69,95.2,93.0,90.0,91.85,47.62,70462880.59,600784878.37,14114.0
mongolia05_1,concentration2_cluster_9_group_none,300.0,250.0,165.32,94.0,92.97,77.78,97.55,42.86,77789110.2,723381034.5,13932.0
philippines25_19,concentration2_cluster_9_group_none,300.0,371.0,101.76,80.59,78.44,77.78,66.71,22.5,52359865.73,287421806.77,64241.0
philippines25_19,distributed,300.0,371.0,102.95,81.4,78.48,71.43,70.75,17.5,92737040.21,380142865.85,64746.0
argeria07_8,distributed,300.0,182.0,84.43,89.01,86.97,100.0,89.19,24.0,93706821.75,452857663.75,19357.0
argeria07_8,concentration2_cluster_9_group_none,300.0,182.0,90.32,91.21,87.83,75.0,82.89,48.0,44266904.25,285810005.71,16963.0
ecuador01_5,distributed,300.0,325.0,189.06,93.54,90.5,75.0,95.05,48.48,55457063.29,438024995.32,21368.0
ecuador01_5,concentration2_cluster_9_group_none,300.0,325.0,193.27,93.54,90.94,84.21,93.3,57.58,45069039.86,346597050.45,20156.0
mongolia05_20,concentration2_cluster_9_group_none,300.0,250.0,165.84,93.6,93.11,71.43,97.78,41.18,91243406.62,1115544901.6,11911.0
mongolia05_20,distributed,300.0,250.0,169.72,94.0,93.49,37.5,94.75,47.06,80825568.96,1656482755.71,11190.0
iceland07_25,distributed,300.0,244.0,114.62,88.93,87.23,60.0,78.78,32.26,80651556.95,476876009.4,22956.0
iceland07_25,concentration2_cluster_9_group_none,300.0,244.0,107.1,87.7,86.16,75.0,92.91,25.81,113865986.16,686396602.06,23960.0
ejypt04_22,concentration2_cluster_9_group_none,300.0,250.0,70.73,81.2,78.91,71.43,52.74,14.0,93035132.04,323986530.42,41242.0
ejypt04_22,distributed,300.0,250.0,69.72,80.8,78.72,50.0,60.34,16.0,110164662.04,401736070.66,41220.0
russia08_21,distributed,300.0,264.0,80.06,82.95,79.87,62.5,79.66,29.09,77005057.17,426068303.9,43128.0
russia08_21,concentration2_cluster_9_group_none,300.0,264.0,82.16,83.71,80.21,75.0,87.08,36.36,67385670.09,298288789.87,40700.0
canada33_16,distributed,300.0,237.0,70.35,81.01,79.92,100.0,62.1,8.7,308107154.55,799273647.6,39561.0
canada33_16,concentration2_cluster_9_group_none,300.0,237.0,71.85,81.86,80.13,70.0,60.8,21.74,116767402.5,497397392.18,37251.0
ukraine12_2,distributed,300.0,255.0,73.0,80.39,79.35,66.67,52.45,17.65,78655463.32,282174640.09,41430.0
ukraine12_2,concentration2_cluster_9_group_none,300.0,255.0,71.11,80.0,78.92,87.5,45.17,15.69,79090766.05,301943642.74,41215.0
greece06_17,distributed,300.0,342.0,87.98,79.24,77.5,80.0,39.74,6.67,215517461.49,500385990.39,64984.0
greece06_17,concentration2_cluster_9_group_none,300.0,342.0,87.99,79.24,77.5,80.0,37.44,6.67,200874362.03,509728559.76,65215.0
turkey13_6,distributed,300.0,254.0,137.39,90.94,89.61,100.0,71.26,19.23,126211332.7,747411635.73,21114.0
turkey13_6,concentration2_cluster_9_group_none,300.0,254.0,136.58,90.55,89.58,100.0,77.62,15.38,183604695.51,746172911.92,21466.0
argeria01_26,distributed,300.0,235.0,142.99,92.34,91.66,75.0,74.24,21.05,90295482.93,1017380655.75,15411.0
argeria01_26,concentration2_cluster_9_group_none,300.0,235.0,142.25,91.91,91.65,100.0,61.41,10.53,142753286.71,870389818.07,16181.0
new-zealand02_22,distributed,300.0,258.0,59.69,77.13,75.92,50.0,32.93,10.34,110421230.93,261695026.12,49717.0
new-zealand02_22,concentration2_cluster_9_group_none,300.0,258.0,59.69,77.13,75.92,66.67,32.84,10.34,123355794.17,234178428.39,48778.0
america04_13,distributed,300.0,290.0,98.32,83.79,81.9,75.0,42.93,14.81,144855684.1,394669962.96,45571.0
america04_13,concentration2_cluster_9_group_none,300.0,290.0,103.77,84.48,82.82,100.0,38.29,18.52,115771185.78,313662783.69,43589.0
austria08_11,distributed,300.0,220.0,62.91,81.36,79.08,91.67,49.49,25.0,63838666.62,240250121.75,37593.0
austria08_11,concentration2_cluster_9_group_none,300.0,220.0,63.97,81.82,79.31,87.5,50.59,16.67,94828407.04,445017865.67,39100.0
okayama_15,distributed,300.0,293.0,134.63,87.71,87.07,33.33,66.5,17.65,81797465.79,704355218.49,27421.0
okayama_15,concentration2_cluster_9_group_none,300.0,293.0,134.63,87.71,87.07,33.33,64.15,17.65,94722214.31,606987844.6,27367.0
indonesia79_27,distributed,300.0,318.0,100.84,82.39,80.9,71.43,87.13,34.43,51017658.93,172240061.41,46669.0
indonesia79_27,concentration2_cluster_9_group_none,300.0,318.0,99.07,81.76,80.7,73.08,85.25,42.62,41270057.62,152747622.15,44309.0
turkey33_22,concentration2_cluster_9_group_none,300.0,267.0,131.4,89.51,88.04,75.0,85.93,36.36,65962243.98,563469219.17,23922.0
turkey33_22,distributed,300.0,267.0,134.61,89.89,88.44,75.0,90.74,36.36,80312693.61,530035847.53,23304.0
austria32_16,distributed,300.0,327.0,136.43,86.54,85.41,58.82,74.18,34.69,65893603.96,496265630.61,37628.0
austria32_16,concentration2_cluster_9_group_none,300.0,327.0,138.51,86.85,85.64,76.92,76.44,26.53,92252385.56,479674947.91,38034.0
myanmar13_2,distributed,300.0,228.0,79.23,83.33,82.51,0.0,40.89,0.0,0.0,0.0,34905.0
myanmar13_2,concentration2_cluster_9_group_none,300.0,228.0,79.23,83.33,82.51,100.0,42.11,2.56,177995469.96,810978329.83,34514.0
ukraine12_27,distributed,300.0,255.0,89.02,83.14,82.65,70.0,42.4,22.73,89406182.5,488535915.39,34957.0
ukraine12_27,concentration2_cluster_9_group_none,300.0,255.0,89.99,83.53,82.77,75.0,38.55,18.18,95480866.6,563592488.49,35937.0
italy16_21,distributed,300.0,214.0,109.61,90.65,88.58,90.0,92.96,34.48,72770329.65,422242314.79,21232.0
italy16_21,concentration2_cluster_9_group_none,300.0,214.0,105.51,89.72,88.03,100.0,83.36,17.24,143718293.14,663791114.86,23169.0
tokyo12_9,distributed,300.0,352.0,83.49,77.27,76.38,0.0,41.18,3.85,200701542.38,0.0,68577.0
tokyo12_9,concentration2_cluster_9_group_none,300.0,352.0,83.49,77.27,76.38,0.0,40.44,10.26,63636340.91,0.0,66286.0
belgium04_8,distributed,300.0,326.0,89.79,79.75,78.74,66.67,28.41,4.48,168312323.95,698851414.96,58264.0
belgium04_8,concentration2_cluster_9_group_none,300.0,326.0,90.51,80.06,78.82,100.0,27.51,5.97,96965081.19,462323761.16,57708.0
canada33_9,distributed,300.0,237.0,74.36,82.7,80.62,71.43,40.69,14.58,147440632.58,570790160.29,39371.0
canada33_9,concentration2_cluster_9_group_none,300.0,237.0,72.68,82.28,80.26,71.43,44.03,14.58,152970880.68,588172353.7,39956.0
argentina10_17,distributed,300.0,336.0,116.34,83.63,82.36,75.0,36.08,13.56,112328526.36,411467363.68,49104.0
argentina10_17,concentration2_cluster_9_group_none,300.0,336.0,111.96,82.74,81.81,40.0,37.16,8.47,159051732.99,1569504377.4,50268.0
slovenia10_23,distributed,300.0,201.0,69.46,83.08,82.46,0.0,39.99,0.0,0.0,0.0,30430.0
slovenia10_23,concentration2_cluster_9_group_none,300.0,201.0,69.46,83.08,82.46,0.0,39.14,0.0,0.0,0.0,30430.0
new-zealand02_15,distributed,300.0,258.0,85.85,82.56,81.83,33.33,31.09,6.52,206931165.12,1565781288.93,39529.0
new-zealand02_15,concentration2_cluster_9_group_none,300.0,258.0,85.85,82.56,81.83,66.67,30.61,6.52,160979340.89,916216962.52,39418.0
chile23_1,distributed,300.0,334.0,144.33,86.53,86.11,37.5,68.91,19.05,102386387.53,565234660.53,35161.0
chile23_1,concentration2_cluster_9_group_none,300.0,334.0,150.56,87.72,86.68,63.64,63.84,26.19,72467394.18,421741364.18,32902.0
iceland07_7,distributed,300.0,244.0,83.84,84.43,82.02,84.62,79.88,26.53,97118929.62,421639011.16,37578.0
iceland07_7,concentration2_cluster_9_group_none,300.0,244.0,86.99,85.25,82.57,84.62,82.23,26.53,96979621.09,406511222.44,37623.0
nara01_14,distributed,300.0,319.0,88.16,79.31,78.92,0.0,32.3,1.56,336327016.55,0.0,56838.0
nara01_14,concentration2_cluster_9_group_none,300.0,319.0,88.16,79.31,78.92,50.0,32.39,3.13,132919438.84,1194127123.23,56510.0
yamanashi_28,distributed,300.0,320.0,99.81,81.56,80.78,50.0,33.8,7.14,144450601.74,1062877787.37,49438.0
yamanashi_28,concentration2_cluster_9_group_none,300.0,320.0,99.81,81.56,80.78,0.0,37.05,1.79,599293890.54,2172688466.15,49972.0
chile03_23,distributed,300.0,319.0,107.18,82.76,81.97,16.67,40.37,10.91,203938893.81,4582100696.64,46987.0
chile03_23,concentration2_cluster_9_group_none,300.0,319.0,107.18,82.76,81.97,100.0,40.98,5.45,306904305.32,995312405.74,48043.0
ejypt04_20,distributed,300.0,250.0,77.48,82.0,80.54,83.33,55.73,12.24,98304516.97,425619106.85,41395.0
ejypt04_20,concentration2_cluster_9_group_none,300.0,250.0,78.98,83.2,80.63,100.0,56.03,12.24,94897595.48,378202871.05,41218.0
belgium04_24,distributed,300.0,326.0,87.48,79.14,78.37,87.5,31.9,11.94,49265779.07,299062632.0,56540.0
belgium04_24,concentration2_cluster_9_group_none,300.0,326.0,87.48,79.14,78.37,85.71,32.9,10.45,54562041.72,324785130.67,56457.0
myanmar13_24,concentration2_cluster_9_group_none,300.0,228.0,50.39,76.75,75.1,100.0,37.01,1.72,132695814.97,1008460258.53,51426.0
myanmar13_24,distributed,300.0,228.0,50.39,76.75,75.1,0.0,37.71,1.72,134671183.54,0.0,51603.0
hukuoka01_26,distributed,300.0,367.0,207.9,91.28,90.46,77.78,78.86,23.08,110076369.99,848112339.99,30177.0
hukuoka01_26,concentration2_cluster_9_group_none,300.0,367.0,211.31,92.37,90.55,61.11,75.56,46.15,45965135.59,662813858.44,25902.0
myanmar03_23,concentration2_cluster_9_group_none,300.0,240.0,61.18,78.33,77.55,75.0,25.92,7.41,119037691.5,533825473.79,46205.0
myanmar03_23,distributed,300.0,240.0,61.18,78.33,77.55,33.33,27.8,5.56,126652284.45,1618084106.17,46968.0
austria08_5,distributed,300.0,220.0,70.88,82.27,81.25,100.0,40.37,7.5,316433707.53,588679827.98,33994.0
austria08_5,concentration2_cluster_9_group_none,300.0,220.0,75.24,83.64,82.12,87.5,44.53,20.0,119742011.46,266787770.08,31562.0
serbia02_4,distributed,300.0,240.0,67.04,79.58,79.06,0.0,39.3,2.04,364073978.27,0.0,43503.0
serbia02_4,concentration2_cluster_9_group_none,300.0,240.0,67.04,79.58,79.06,100.0,39.1,6.12,123392770.19,392896163.78,42550.0
belgium04_11,distributed,300.0,326.0,100.06,80.98,80.6,100.0,32.3,8.06,97321677.05,377646390.65,53265.0
belgium04_11,concentration2_cluster_9_group_none,300.0,326.0,100.06,80.98,80.6,66.67,33.05,9.68,81043319.37,564430446.1,52874.0
cuba02_7,distributed,300.0,244.0,76.13,81.97,80.68,100.0,35.37,6.67,99983113.8,338047157.21,39366.0
cuba02_7,concentration2_cluster_9_group_none,300.0,244.0,76.13,81.97,80.68,100.0,32.97,4.44,179839618.6,327530070.34,39682.0
peru17_1,concentration2_cluster_9_group_none,300.0,334.0,179.77,91.02,89.49,40.91,90.84,56.41,50945948.21,745505618.66,25727.0
